checking_balance,months_loan_duration,credit_history,amount,savings_balance,employment_duration,percent_of_income,years_at_residence,age,existing_loans_count,dependents,phone,default,purpose_business,purpose_car,purpose_car0,purpose_education,purpose_furniture/appliances,purpose_renovations,housing_other,housing_own,housing_rent,other_credit_bank,other_credit_none,other_credit_store,job_management,job_skilled,job_unemployed,job_unskilled
1,6,1,4716,-1,2,1,3,44,2,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
-1,24,3,2284,1,4,4,2,28,1,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,6,3,1236,3,3,2,4,50,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2,12,3,1103,1,4,4,3,29,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,12,1,926,1,1,1,2,38,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
-1,18,1,1800,1,3,4,2,24,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
3,15,3,1905,1,5,4,4,40,1,1,2,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
-1,12,3,1123,3,3,4,4,29,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1,48,1,6331,1,5,4,4,46,2,1,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
3,24,3,1377,2,5,4,2,47,1,1,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
2,30,2,2503,2,5,4,2,41,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2,27,3,2528,1,2,4,1,32,1,2,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,15,3,5324,3,5,1,4,35,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2,48,3,6560,2,4,3,2,24,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2,12,5,2969,1,2,4,3,25,2,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
2,9,3,1206,1,5,4,4,25,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2,9,3,2118,1,3,2,2,37,1,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
-1,18,1,629,3,5,4,3,32,2,1,2,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
1,6,4,1198,1,5,4,4,35,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
-1,21,3,2476,-1,5,4,4,46,1,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1,9,1,1138,1,3,4,4,25,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
2,60,3,14027,1,4,4,2,27,1,1,2,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
-1,30,1,7596,-1,5,1,4,63,2,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,30,1,3077,-1,5,3,2,40,2,2,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,18,3,1505,1,3,4,2,32,1,1,2,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
3,24,1,3148,-1,3,3,2,31,2,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2,20,5,6148,2,5,3,4,31,2,1,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
3,9,5,1337,1,2,4,2,34,2,1,2,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
2,6,4,433,4,2,4,2,24,1,2,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
1,12,3,1228,1,3,4,2,24,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2,9,3,790,3,3,4,3,66,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
-1,27,3,2570,1,3,3,3,21,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
-1,6,1,250,4,3,2,2,41,2,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
-1,15,1,1316,3,3,2,2,47,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1,18,3,1882,1,3,4,4,25,2,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
2,48,4,6416,1,5,4,3,59,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3,24,1,1275,4,3,2,4,36,2,1,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2,24,2,6403,1,2,1,2,33,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,24,3,1987,1,3,2,4,21,1,2,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
2,8,3,760,1,4,4,2,44,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
-1,24,3,2603,4,3,2,4,28,1,1,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
-1,4,1,3380,1,4,1,1,37,1,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2,36,4,3990,-1,2,3,2,29,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
2,24,3,11560,1,3,1,4,23,2,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1,18,3,4380,2,3,3,4,35,1,2,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
-1,6,1,6761,1,4,1,3,45,2,2,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2,30,5,4280,2,3,4,4,26,2,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1,24,4,2325,2,4,2,3,32,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2,10,4,1048,1,3,4,4,23,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
-1,21,3,3160,-1,5,4,3,41,1,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,24,4,2483,3,3,4,4,22,1,1,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
1,39,1,14179,-1,4,4,4,30,2,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
1,13,1,1797,1,2,3,1,28,2,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1,15,3,2511,1,1,1,4,23,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,12,3,1274,1,2,3,1,37,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
-1,21,3,5248,-1,3,1,3,26,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,15,3,3029,1,4,2,2,33,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,6,3,428,1,5,2,1,49,1,1,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1,18,3,976,1,2,1,2,23,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2,12,3,841,2,4,2,4,23,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
-1,30,1,5771,1,4,4,2,25,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,12,2,1555,4,5,4,4,55,2,2,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
1,24,3,1285,-1,4,4,4,32,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3,6,1,1299,1,3,1,1,74,3,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3,15,1,1271,-1,3,3,4,39,2,1,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
-1,24,3,1393,1,3,2,2,31,1,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,12,1,691,1,5,4,3,35,2,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,15,1,5045,-1,5,1,4,59,1,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,18,1,2124,1,3,4,4,24,2,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1,12,3,2214,1,3,4,3,24,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
-1,21,1,12680,-1,5,4,4,30,1,1,2,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
-1,24,1,2463,2,4,4,3,27,2,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2,12,3,1155,1,5,3,3,40,2,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1,30,3,3108,1,2,2,4,31,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
-1,10,3,2901,-1,2,1,4,31,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2,12,1,3617,1,5,1,4,28,3,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
-1,12,1,1655,1,5,2,4,63,2,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1,24,3,2812,-1,5,2,4,26,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,36,1,8065,1,3,3,2,25,2,1,2,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
-1,21,1,3275,1,5,1,4,36,1,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
-1,24,1,2223,2,5,4,4,52,2,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
3,12,1,1480,3,1,2,4,66,3,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,24,3,1371,-1,3,4,4,25,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
-1,36,1,3535,1,4,4,4,37,2,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,18,3,3509,1,4,4,1,25,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,36,1,5711,4,5,4,2,38,2,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2,18,3,3872,1,1,2,4,67,1,1,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
2,39,1,4933,1,4,2,2,25,2,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,24,1,1940,4,5,4,4,60,1,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2,12,5,1410,1,3,2,2,31,1,1,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
2,12,3,836,2,2,4,2,23,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2,20,3,6468,-1,1,1,4,60,1,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2,18,3,1941,4,3,4,2,35,1,1,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
-1,22,3,2675,3,5,3,4,40,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,48,1,2751,-1,5,4,3,38,2,2,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2,48,2,6224,1,5,4,4,50,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
1,40,1,5998,1,3,4,3,27,1,1,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
2,21,3,1188,1,5,2,4,39,1,2,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,24,3,6313,-1,5,3,4,41,1,2,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
-1,6,1,1221,-1,3,1,2,27,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
3,24,3,2892,1,5,3,4,51,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
-1,24,3,3062,3,5,4,3,32,1,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
-1,9,3,2301,2,2,2,4,22,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1,18,3,7511,-1,5,1,4,51,1,2,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
-1,12,1,1258,1,2,2,4,22,2,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
-1,24,2,717,-1,5,4,4,54,2,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2,9,3,1549,-1,2,4,2,35,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
-1,24,1,1597,1,5,4,4,54,2,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
2,18,1,1795,1,5,3,4,48,2,1,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
1,20,1,4272,1,5,1,4,24,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,12,1,976,-1,5,4,4,35,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2,12,3,7472,-1,1,1,2,24,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,36,3,9271,1,4,2,1,24,1,1,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2,6,3,590,1,2,3,3,26,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
-1,12,1,930,-1,5,4,4,65,4,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2,42,4,9283,1,1,1,2,55,1,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2,15,5,1778,1,2,2,1,26,2,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2,8,3,907,1,2,3,2,26,1,1,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2,6,3,484,1,4,3,3,28,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1,36,1,9629,1,4,4,4,24,2,1,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,48,3,3051,1,3,3,4,54,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,48,3,3931,1,4,4,4,46,1,2,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2,36,2,7432,1,3,2,2,54,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
-1,6,3,1338,3,3,1,4,62,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,6,1,1554,1,4,1,2,24,2,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1,36,3,15857,1,1,2,3,43,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
1,18,3,1345,1,3,4,3,26,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
-1,12,3,1101,1,3,3,2,27,2,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
3,12,3,3016,1,3,3,1,24,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,36,3,2712,1,5,2,2,41,1,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1,8,1,731,1,5,4,4,47,2,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
-1,18,1,3780,1,2,3,2,35,2,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
1,21,1,1602,1,5,4,3,30,2,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,18,1,3966,1,5,1,4,33,3,1,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
-1,18,5,4165,1,3,2,2,36,2,2,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1,36,3,8335,-1,5,3,4,47,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2,48,2,6681,-1,3,4,4,38,1,2,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
-1,24,2,2375,3,3,4,2,44,2,2,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,18,3,1216,1,2,4,3,23,1,1,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,45,5,11816,1,5,2,4,29,2,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2,24,3,5084,-1,5,2,4,42,1,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
3,15,3,2327,1,2,2,3,25,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1,12,5,1082,1,3,4,4,48,2,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
-1,12,3,886,-1,3,4,2,21,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,4,3,601,1,2,1,3,23,1,2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1,24,1,2957,1,5,4,4,63,2,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,24,1,2611,1,5,4,3,46,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,36,3,5179,1,4,4,2,29,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,21,2,2993,1,3,3,2,28,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
-1,18,3,1943,1,2,4,4,23,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
-1,24,4,1559,1,4,4,4,50,1,1,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
-1,18,3,3422,1,5,4,4,47,3,2,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
2,21,3,3976,-1,4,2,3,35,1,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,18,3,6761,-1,3,2,4,68,2,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
-1,24,3,1249,1,2,4,2,28,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,9,3,1364,1,4,3,4,59,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,12,3,709,1,5,4,4,57,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1,20,1,2235,1,3,4,2,33,2,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
-1,24,1,4042,-1,4,3,4,43,2,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,15,1,1471,1,3,4,4,35,2,1,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
1,18,4,1442,1,4,4,4,32,2,2,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
-1,36,2,10875,1,5,2,2,45,2,2,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,24,3,1474,2,2,4,3,33,1,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,10,3,894,-1,4,4,3,40,1,1,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
-1,15,1,3343,1,3,4,2,28,1,1,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
1,15,3,3959,1,3,3,2,29,1,1,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,9,3,3577,2,3,1,2,26,1,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
-1,24,1,5804,4,3,4,2,27,2,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,18,2,2169,1,3,4,2,28,1,1,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,24,3,2439,1,2,4,4,35,1,1,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,27,1,4526,4,2,4,2,32,2,2,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
-1,10,3,2210,1,3,2,2,25,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
-1,15,3,2221,3,3,2,4,20,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1,18,3,2389,1,2,4,1,27,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
-1,12,1,3331,1,5,2,4,42,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
-1,36,3,7409,-1,5,3,2,37,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,12,3,652,1,5,4,4,24,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
-1,36,2,7678,3,4,2,4,40,2,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
3,6,1,1343,1,5,1,4,46,2,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,24,1,1382,2,4,4,1,26,2,1,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,15,3,874,-1,2,4,1,24,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,12,3,3590,1,3,2,2,29,1,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
2,11,1,1322,4,3,4,4,40,2,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,18,4,1940,1,2,3,4,36,1,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
-1,36,3,3595,1,5,4,2,28,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,9,3,1422,1,2,3,2,27,1,1,2,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
-1,30,1,6742,-1,4,2,3,36,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,24,3,7814,1,4,3,3,38,1,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
-1,24,3,9277,-1,3,2,4,48,1,1,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2,30,1,2181,-1,5,4,4,36,2,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,18,1,1098,1,1,4,4,65,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
2,24,3,4057,1,4,3,3,43,1,1,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,12,3,795,1,2,4,4,53,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
2,24,1,2825,-1,4,4,3,34,2,2,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2,48,3,15672,1,3,2,2,23,1,1,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,36,1,6614,1,5,4,4,34,2,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
-1,28,4,7824,-1,2,3,4,40,2,2,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1,27,1,2442,1,5,4,4,43,4,2,2,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
-1,15,1,1829,1,5,4,4,46,2,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,12,1,2171,1,3,4,4,38,2,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2,36,1,5800,1,3,3,4,34,2,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,18,1,1169,-1,3,4,3,29,2,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,36,2,8947,-1,4,3,2,31,1,2,2,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1,21,3,2606,1,2,4,4,28,1,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
-1,12,1,1592,4,4,3,2,35,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,15,3,2186,-1,4,1,4,33,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
1,18,3,4153,1,3,2,3,42,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,16,1,2625,1,5,2,4,43,1,1,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
-1,20,1,3485,-1,2,2,4,44,2,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
-1,36,1,10477,-1,5,2,4,42,2,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
-1,15,3,1386,-1,3,4,2,40,1,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
-1,24,3,1278,1,5,4,1,36,1,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
1,12,3,1107,1,3,2,2,20,1,2,2,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
1,21,3,3763,-1,4,2,2,24,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2,36,3,3711,-1,3,2,2,27,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
-1,15,2,3594,1,2,1,2,46,2,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2,9,3,3195,-1,3,1,2,33,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
-1,36,2,4454,1,3,4,4,34,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2,24,1,4736,1,2,2,4,25,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
2,30,3,2991,-1,5,2,4,25,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,11,3,2142,4,5,1,2,28,1,1,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,24,4,3161,1,3,4,2,31,1,1,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2,48,5,18424,1,3,1,2,32,1,1,2,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
-1,10,3,2848,2,3,1,2,32,1,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,6,3,14896,1,5,1,4,68,1,1,2,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1,24,3,2359,2,1,1,1,33,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,24,3,3345,1,5,4,2,39,1,1,2,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
-1,18,1,1817,1,3,4,2,28,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-1,48,2,12749,3,4,4,1,37,1,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
1,9,3,1366,1,2,3,4,22,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
2,12,3,2002,1,4,3,4,30,1,2,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,24,4,6872,1,2,2,1,55,1,1,2,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
